Sample,SNPs,Total Sequences,Sequence length,%GC,avg_sequence_length,raw_total_sequences,reads_mapped,reads_unmapped,reads_paired,average_quality,reads_mapped_percent,reads_unmapped_percent,library_type,Mean depth,Collection,Collection.1,country of isolation,continent of isolation,United Nations Geographic Region,main_lineage,sub_lineage,DR_type,num_dr_variants,Curated lineage (SITVIT2),Spoligo Binary
DRR188830,1503,1619246,30-350,65,274.3432202395436,1553704,1541038,12666,1553704,31.6,99.18478680623849,0.8152131937614887,paired_end,96.50999999999985,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188831,1533,2869784,30-350,65,279.7259731045961,2792630,2775038,17592,2792630,33.8,99.37005618359754,0.6299438164024593,paired_end,177.0500000000001,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188832,944,1956350,30-350,65,275.3584675543742,1873304,1854519,18785,1873304,31.7,98.99722629108784,1.002773708912168,paired_end,116.6599999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.5,Sensitive,0,,▪▪▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188833,1503,1618778,30-350,65,274.547744039022,1552118,1539874,12244,1552118,31.6,99.21114245179814,0.7888575482018764,paired_end,96.54999999999987,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▫▪▪▪▪▪▪
DRR188834,2197,1738013,30-350,65,279.0044999663409,1668312,1651242,17070,1668312,31.5,98.97681009307614,1.023189906923885,paired_end,104.8999999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage1,lineage1.2.1,Sensitive,0,EAI2-Manila,▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▫▫▫▫▪▫▪▪▪▪▪▪▪▪▪
DRR188835,922,1723703,30-350,65,276.5740211625784,1649282,1635345,13937,1649282,31.7,99.1549656153405,0.8450343846595064,paired_end,103.53,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.5,Sensitive,0,H3,▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▫▫▫▫▪▪▪▪▪▪▪
DRR188836,942,1754932,30-350,65,280.6258715437407,1689110,1675981,13129,1689110,31.6,99.22272676143056,0.7772732385694241,paired_end,107.28,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.5,Sensitive,0,H3,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▫▫▫▫▪▪▪▪▪▪▪
DRR188837,1499,2086101,30-350,65,280.5216468426025,2006976,1991144,15832,2006976,29.2,99.2111515035556,0.7888484964444019,paired_end,121.7099999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188838,1516,1952304,30-350,65,274.7828422212934,1865864,1851989,13875,1865864,31.7,99.25637667053977,0.7436233294602393,paired_end,116.2599999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188839,1062,2255266,30-350,65,288.1525168206322,2203718,2189742,13976,2203718,29.1,99.36579907229508,0.634200927704906,paired_end,136.2599999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.1.2,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188840,1597,1664976,30-350,66,289.2686417101508,1612066,1604393,7673,1612066,31.0,99.5240269318998,0.4759730681001895,paired_end,104.3699999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188841,1495,2294153,30-350,65,288.0829290810159,2218480,2204828,13652,2218480,30.6,99.38462370632143,0.6153762936785547,paired_end,141.8699999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188842,1032,2021783,30-350,65,291.4890866131528,1967604,1955643,11961,1967604,30.7,99.39210328907646,0.6078967109235395,paired_end,127.0099999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.1.2,Sensitive,0,T1,▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188843,1575,1902160,30-350,65,287.5919375867435,1836392,1823720,12672,1836392,29.7,99.30995125223808,0.6900487477619157,paired_end,115.3799999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188844,1564,1977448,30-350,65,287.5744818574243,1912372,1901553,10819,1912372,33.0,99.4342627898756,0.56573721012439,paired_end,125.6099999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1.2,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188845,2227,2516015,30-350,65,288.8216874700668,2445666,2424164,21502,2445666,32.6,99.12081208145348,0.8791879185465227,paired_end,159.59,PRJDB7494,DRP007602,Japan,Asia,East Asia,,,Sensitive,0,,▪▪▫▪▪▪▪▪▪▪▪▫▪▪▪▫▪▪▪▫▫▪▪▪▪▪▪▪▫▫▫▫▪▫▪▪▪▪▪▪▪▪▪
DRR188846,1520,2508640,30-350,65,287.6517403852286,2445340,2430093,15247,2445340,30.1,99.3764875232074,0.6235124767925933,paired_end,153.8399999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Pre-MDR,1,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188847,1554,2664139,30-350,65,283.8110774250142,2589558,2569941,19617,2589558,30.1,99.24245759314908,0.7575424068508989,paired_end,160.7799999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188848,1045,2294008,30-350,65,280.8859393689996,2212320,2195698,16622,2212320,31.0,99.24866203804152,0.751337961958487,paired_end,138.8799999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.1.1.3,Sensitive,0,X3,▪▪▪▫▫▫▫▫▫▫▫▫▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188849,2232,2408523,30-350,65,283.8354991835245,2339894,2314682,25212,2339894,31.9,98.92251529342781,1.077484706572178,paired_end,148.6,PRJDB7494,DRP007602,Japan,Asia,East Asia,,,Sensitive,0,,▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▫▫▫▫▪▫▫▫▪▪▪▪▪▪▪
DRR188850,1530,2023948,30-350,65,281.0082600936388,1964872,1952859,12013,1964872,31.9,99.38861157368014,0.6113884263198823,paired_end,124.4099999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Pre-MDR,2,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188851,1527,2843788,30-350,65,271.3695613034446,2766194,2736732,29462,2766194,31.2,98.93492647298055,1.065073527019435,paired_end,167.03,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188852,1523,2683839,30-350,65,280.9945074946746,2619498,2601259,18239,2619498,33.7,99.3037215527555,0.6962784472444721,paired_end,166.32,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188853,418,2024012,30-350,65,288.8385948304654,1980946,1969823,11123,1980946,31.4,99.4385005951702,0.5614994048298136,paired_end,127.4899999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188854,1482,2055258,30-350,65,284.9953601932215,2000824,1987904,12920,2000824,31.4,99.35426604239052,0.6457339576094648,paired_end,127.5899999999996,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188855,1499,2706675,30-350,65,289.1694340842546,2650368,2630202,20166,2650368,31.1,99.23912452912201,0.7608754708780063,paired_end,169.5700000000001,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Other,1,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188856,1510,2405571,30-350,65,284.1222237880321,2336100,2317186,18914,2336100,31.1,99.19036000171222,0.8096399982877445,paired_end,147.7299999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▫▪▪▪
DRR188857,1557,2594637,30-350,65,287.9884939588852,2534280,2513977,20303,2534280,31.0,99.19886516091356,0.8011348390864468,paired_end,161.5199999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188858,1587,1850283,30-350,65,287.6675892282424,1802204,1789920,12284,1802204,31.3,99.31839014895095,0.6816098510490488,paired_end,115.6699999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188859,935,2003717,30-350,65,291.8354937348937,1966128,1947399,18729,1966128,31.2,99.04741705524769,0.9525829447523254,paired_end,127.16,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.5,Sensitive,0,H3,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▫▫▫▫▪▪▪▪▪▪▪
DRR188860,612,1632003,30-350,65,292.1861222068832,1602488,1594072,8416,1602488,31.2,99.47481666009355,0.5251833399064455,paired_end,104.58,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188861,413,1718216,30-350,65,291.6958077447772,1688808,1681348,7460,1688808,31.3,99.5582683170615,0.4417316829384986,paired_end,110.08,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
DRR188862,1584,1816572,30-350,65,288.7982760936533,1778574,1765267,13307,1778574,31.3,99.25181634275549,0.7481836572445116,paired_end,114.1599999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188863,1493,2675414,30-350,65,280.9067546181637,2598462,2579912,18550,2598462,29.0,99.286116171797,0.7138838282029909,paired_end,156.2699999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188864,1588,2612575,30-350,65,286.2931559859526,2549564,2531421,18143,2549564,29.2,99.28838813224534,0.7116118677546435,paired_end,156.5399999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188865,2188,2556218,30-350,65,286.0798077472265,2495362,2472487,22875,2495362,29.1,99.08329933692987,0.9167006630701278,paired_end,152.3499999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,,,Sensitive,0,EAI2-nonthaburi,▪▪▫▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▫▫▫▫▪▫▪▪▪▪▪▪▪▪▪
DRR188866,2199,2503449,30-350,65,285.9428077024937,2430962,2407052,23910,2430962,29.2,99.01643875963508,0.9835612403649256,paired_end,149.2999999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,,,Sensitive,0,EAI2-Manila,▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▫▫▫▫▪▫▪▪▪▪▪▪▪▪▪
DRR188867,939,2284798,30-350,65,287.4410446787856,2232782,2218144,14638,2232782,29.1,99.3444053203582,0.6555946796418101,paired_end,137.85,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.5,Sensitive,0,H,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
DRR188868,1527,2414896,30-350,65,279.0199553107049,2322682,2304177,18505,2322682,31.7,99.20329171190892,0.7967082880910947,paired_end,145.8299999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Pre-MDR,1,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188869,1486,2525141,30-350,65,282.6290310125256,2470254,2454708,15546,2470254,29.5,99.37067200376967,0.6293279962303472,paired_end,150.1600000000001,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Pre-MDR,2,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188870,395,2293297,30-350,65,287.1515821980319,2252068,2242521,9547,2252068,29.4,99.57607851983154,0.4239214801684497,paired_end,139.47,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
DRR188871,2242,2690513,30-350,65,285.7534737799074,2636062,2612650,23412,2636062,29.4,99.11185700488078,0.8881429951192347,paired_end,161.3199999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,,,Sensitive,0,EAI2-Manila,▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▫▫▫▫▪▫▪▪▪▪▪▪▪▪▪
DRR188872,1059,2075794,30-350,65,287.3073069871095,2021756,2007003,14753,2021756,30.3,99.27028780921141,0.7297121907886016,paired_end,127.0999999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.2.2,Sensitive,0,T3-OSA,▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
DRR188873,890,1864955,30-350,65,287.5195465842339,1820522,1810029,10493,1820522,30.2,99.42362684988151,0.5763731501184824,paired_end,115.07,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.5,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188874,1551,1813458,30-350,65,287.7195490604138,1772002,1759896,12106,1772002,30.2,99.31681792684208,0.683182073157931,paired_end,111.5099999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.2,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▫▪▪▪
DRR188875,1562,2676015,30-350,65,283.3763629875019,2609116,2589773,19343,2609116,30.2,99.25863779149721,0.7413622085028032,paired_end,161.4299999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Other,1,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188876,1579,2310916,30-350,65,283.9203354860151,2253410,2240786,12624,2253410,30.2,99.43978237426832,0.5602176257316689,paired_end,140.2799999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188877,1520,2010164,30-350,65,287.1999757233738,1964142,1950934,13208,1964142,30.3,99.32754352791193,0.6724564720880669,paired_end,123.5399999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188878,1596,2673180,30-350,65,280.8745815844799,2606654,2591437,15217,2606654,30.2,99.41622478472401,0.5837752152759822,paired_end,160.0899999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188879,1056,2072955,30-350,65,287.2374653574245,2026968,2013206,13762,2026968,30.2,99.32105489578524,0.6789451042147681,paired_end,127.2299999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.2.2,Sensitive,0,T3-OSA,▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188880,1519,1767547,30-350,65,283.1971981508837,1715414,1703120,12294,1715414,30.2,99.28332169377188,0.7166783062281176,paired_end,106.9299999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188881,403,1859380,30-350,65,290.0403822779637,1827130,1819400,7730,1827130,30.0,99.57693212852944,0.4230678714705577,paired_end,116.23,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
DRR188882,401,2189648,30-350,65,288.3486414254711,2149260,2140741,8519,2149260,30.0,99.60363101718731,0.396368982812689,paired_end,135.87,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
DRR188883,891,2233574,30-350,65,288.024100387988,2191884,2175908,15976,2191884,30.0,99.27112931158766,0.7288706884123429,paired_end,137.65,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.4.2,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
DRR188884,414,1940729,30-350,65,289.608333775607,1905972,1897394,8578,1905972,30.0,99.54994092253193,0.4500590774680845,paired_end,120.6699999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188885,1558,1977247,30-350,65,289.8367942902429,1917234,1907667,9567,1917234,31.0,99.50099987794916,0.4990001220508295,paired_end,124.1699999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188886,1519,1707792,30-350,65,284.4463330428998,1645870,1632631,13239,1645870,31.6,99.19562298358923,0.8043770164107736,paired_end,105.5199999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Pre-MDR,2,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188887,1578,2360789,30-350,65,290.2927631397808,2293400,2278247,15153,2293400,30.7,99.3392779279672,0.6607220720327898,paired_end,147.2799999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188888,1532,2380346,30-350,65,289.5409810170453,2310828,2295365,15463,2310828,30.9,99.33084591323977,0.6691540867602436,paired_end,148.6199999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188889,1540,2072002,30-350,65,289.6361229381052,2013420,2000653,12767,2013420,30.8,99.36590477893336,0.6340952210666428,paired_end,129.3799999999996,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188890,1514,2685843,30-350,65,290.794345015699,2619460,2599461,19999,2619460,31.1,99.23652203125836,0.7634779687416491,paired_end,168.48,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage3,lineage3,Sensitive,0,CAS,▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪
DRR188891,394,2407561,30-350,65,292.30823061181,2359490,2345740,13750,2359490,31.0,99.41724694743357,0.5827530525664444,paired_end,153.02,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
